item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,fp_margin
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0011,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.599535,0.199535
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0007,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.597707,0.197707
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0009,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.595343,0.195343
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0010,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.594794,0.194794
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0014,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.587539,0.187539
English#EN-Alto-2#Breathy#Fly Me to the Moon#Breathy_Group#0003,EN-Alto-2,Fly Me to the Moon,Breathy_Group,breathy_group,non_mix,0.587072,0.187072
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0001,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.583521,0.183521
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Falsetto_Group#0005,EN-Alto-2,You Raise Me Up,Falsetto_Group,falsetto_group,non_mix,0.58043,0.18043
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0017,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.578868,0.178868
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0012,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.578647,0.178647
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0002,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.574967,0.174967
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0009,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.574072,0.174072
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0002,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.568682,0.168682
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0002,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.565149,0.165149
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Falsetto_Group#0003,EN-Alto-1,seasons in the sun,Falsetto_Group,falsetto_group,non_mix,0.564655,0.164655
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0019,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.563609,0.163609
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0003,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.561254,0.161254
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0003,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.55827,0.15827
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0008,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.557221,0.157221
English#EN-Alto-2#Breathy#Dream It Possible#Breathy_Group#0000,EN-Alto-2,Dream It Possible,Breathy_Group,breathy_group,non_mix,0.556525,0.156525
English#EN-Alto-1#Pharyngeal#monsters#Pharyngeal_Group#0008,EN-Alto-1,monsters,Pharyngeal_Group,other_negative,non_mix,0.554355,0.154355
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0012,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.551698,0.151698
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0002,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.551026,0.151026
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Control_Group#0004,EN-Alto-2,Try,Control_Group,control_negative,non_mix,0.548877,0.148877
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0000,EN-Alto-2,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.547916,0.147916
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Falsetto_Group#0002,EN-Alto-1,god is a girl,Falsetto_Group,falsetto_group,non_mix,0.546637,0.146637
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0008,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.540457,0.140457
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0010,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.539513,0.139513
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0002,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.53756,0.13756
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0009,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.536466,0.136466
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0003,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.536018,0.136018
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0001,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.535993,0.135993
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0014,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.529217,0.129217
English#EN-Alto-1#Breathy#someday or oneday#Control_Group#0003,EN-Alto-1,someday or oneday,Control_Group,control_negative,non_mix,0.526327,0.126327
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0004,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.524119,0.124119
English#EN-Alto-1#Pharyngeal#somewhere over the rainbow#Pharyngeal_Group#0001,EN-Alto-1,somewhere over the rainbow,Pharyngeal_Group,other_negative,non_mix,0.524048,0.124048
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Falsetto_Group#0014,EN-Alto-1,seasons in the sun,Falsetto_Group,falsetto_group,non_mix,0.522561,0.122561
English#EN-Alto-2#Pharyngeal#Yesterday Once More#Pharyngeal_Group#0009,EN-Alto-2,Yesterday Once More,Pharyngeal_Group,other_negative,non_mix,0.518841,0.118841
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Falsetto_Group#0002,EN-Alto-1,big big world,Falsetto_Group,falsetto_group,non_mix,0.515919,0.115919
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0014,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.513724,0.113724
English#EN-Alto-2#Breathy#My Love#Breathy_Group#0003,EN-Alto-2,My Love,Breathy_Group,breathy_group,non_mix,0.513676,0.113676
English#EN-Alto-2#Breathy#Fly Me to the Moon#Breathy_Group#0000,EN-Alto-2,Fly Me to the Moon,Breathy_Group,breathy_group,non_mix,0.513159,0.113159
English#EN-Alto-1#Breathy#treasure#Control_Group#0006,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.513017,0.113017
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0008,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.511953,0.111953
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0008,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.509891,0.109891
English#EN-Alto-1#Breathy#someday or oneday#Control_Group#0001,EN-Alto-1,someday or oneday,Control_Group,control_negative,non_mix,0.507494,0.107494
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Falsetto_Group#0005,EN-Alto-1,somewhere over the rainbow,Falsetto_Group,falsetto_group,non_mix,0.506323,0.106323
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0000,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.503895,0.103895
English#EN-Alto-2#Breathy#What Are Words#Breathy_Group#0002,EN-Alto-2,What Are Words,Breathy_Group,breathy_group,non_mix,0.502592,0.102592
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0007,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.496814,0.096814
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0016,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.496171,0.096171
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0003,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.494393,0.094393
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0000,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.492615,0.092615
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Control_Group#0004,EN-Alto-1,somewhere over the rainbow,Control_Group,control_negative,non_mix,0.492454,0.092454
English#EN-Alto-2#Pharyngeal#What Are Words#Pharyngeal_Group#0003,EN-Alto-2,What Are Words,Pharyngeal_Group,other_negative,non_mix,0.49241,0.09241
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0000,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.491344,0.091344
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0003,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.490388,0.090388
English#EN-Tenor-1#Pharyngeal#All I Ask#Pharyngeal_Group#0005,EN-Tenor-1,All I Ask,Pharyngeal_Group,other_negative,non_mix,0.48796,0.08796
English#EN-Alto-1#Breathy#who says#Control_Group#0000,EN-Alto-1,who says,Control_Group,control_negative,non_mix,0.487477,0.087477
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0006,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.485669,0.085669
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0005,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.482011,0.082011
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0004,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.479819,0.079819
English#EN-Alto-1#Pharyngeal#somewhere over the rainbow#Pharyngeal_Group#0008,EN-Alto-1,somewhere over the rainbow,Pharyngeal_Group,other_negative,non_mix,0.479189,0.079189
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0015,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.477909,0.077909
English#EN-Alto-2#Pharyngeal#What Are Words#Pharyngeal_Group#0007,EN-Alto-2,What Are Words,Pharyngeal_Group,other_negative,non_mix,0.476933,0.076933
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0006,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.476692,0.076692
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0011,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.475234,0.075234
English#EN-Alto-1#Breathy#who says#Control_Group#0017,EN-Alto-1,who says,Control_Group,control_negative,non_mix,0.475202,0.075202
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0019,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.472564,0.072564
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0006,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.471686,0.071686
English#EN-Alto-1#Breathy#treasure#Control_Group#0002,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.468451,0.068451
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0000,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.467526,0.067526
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Falsetto_Group#0000,EN-Alto-1,seasons in the sun,Falsetto_Group,falsetto_group,non_mix,0.467386,0.067386
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0012,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.466798,0.066798
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Control_Group#0001,EN-Alto-1,somewhere over the rainbow,Control_Group,control_negative,non_mix,0.465718,0.065718
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0007,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.465112,0.065112
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Falsetto_Group#0001,EN-Alto-1,Arriety's song,Falsetto_Group,falsetto_group,non_mix,0.4635,0.0635
English#EN-Alto-1#Breathy#treasure#Control_Group#0000,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.461975,0.061975
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0001,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.460655,0.060655
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0000,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.459384,0.059384
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0002,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.455106,0.055106
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Falsetto_Group#0006,EN-Alto-2,You Raise Me Up,Falsetto_Group,falsetto_group,non_mix,0.454897,0.054897
English#EN-Alto-2#Breathy#Fly Me to the Moon#Breathy_Group#0002,EN-Alto-2,Fly Me to the Moon,Breathy_Group,breathy_group,non_mix,0.453509,0.053509
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Falsetto_Group#0001,EN-Alto-1,how does a moment last forever,Falsetto_Group,falsetto_group,non_mix,0.451632,0.051632
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0014,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.447925,0.047925
English#EN-Alto-1#Pharyngeal#somewhere over the rainbow#Pharyngeal_Group#0004,EN-Alto-1,somewhere over the rainbow,Pharyngeal_Group,other_negative,non_mix,0.445056,0.045056
English#EN-Alto-1#Breathy#once up a dream#Control_Group#0001,EN-Alto-1,once up a dream,Control_Group,control_negative,non_mix,0.443065,0.043065
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0013,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.439677,0.039677
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0023,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.438576,0.038576
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0008,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.436646,0.036646
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Falsetto_Group#0005,EN-Alto-1,all is found,Falsetto_Group,falsetto_group,non_mix,0.435343,0.035343
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0005,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.433161,0.033161
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0006,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.432734,0.032734
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0002,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.430794,0.030794
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0000,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.429115,0.029115
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0005,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.426623,0.026623
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0009,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.426319,0.026319
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0001,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.425763,0.025763
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0003,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.424204,0.024204
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0002,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.423875,0.023875
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0018,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.42012,0.02012
English#EN-Alto-1#Breathy#treasure#Control_Group#0003,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.417646,0.017646
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Falsetto_Group#0000,EN-Alto-1,all is found,Falsetto_Group,falsetto_group,non_mix,0.416527,0.016527
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Control_Group#0005,EN-Alto-1,god is a girl,Control_Group,control_negative,non_mix,0.415447,0.015447
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0013,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.414741,0.014741
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0008,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.413083,0.013083
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0002,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.412079,0.012079
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0014,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.402237,0.002237
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Falsetto_Group#0001,EN-Alto-1,god is a girl,Falsetto_Group,falsetto_group,non_mix,0.402206,0.002206
